url;date;content;user;in_reply_to_user;conversation_user;reply_count;retweet_count;like_count;quote_count;ru_bert_base_label;ru_bert_base_score;ru_bert_large_label;ru_bert_large_score;ru_mdeberta_base_label;ru_mdeberta_base_score;ci_distilbert_base_label;ci_distilbert_base_score;label_sum;SG_UF;DS_CARGO;SQ_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;NM_MUNICIPIO_NASCIMENTO;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;DS_OCUPACAO;DS_SIT_TOT_TURNO;ST_REELEICAO;TW_USER;TW_followersCount;TW_friendsCount;TW_statusesCount;TW_favouritesCount;user_is_candidate
https://twitter.com/andreawerner_/status/1583550195081437184;2022-10-21 20:06:02+00:00;Não tenho a menor dúvida. E, se bobear, vai ter que sair do Brasil.;andreawerner_;;andreawerner_;2;9;126;0;True;0.99870765209198;True;0.9985132813453674;False;0.9999003410339355;False;0.9591671228408812;2;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/andreawerner_/status/1583531862307536896;2022-10-21 18:53:11+00:00;@AdriKotoman Tá cheio;andreawerner_;adrikotoman;andreawerner_;0;0;1;0;True;0.5287309885025024;True;0.9998038411140442;False;0.9999877214431764;False;0.993137776851654;2;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/andreawerner_/status/1583198809274077184;2022-10-20 20:49:45+00:00;@quadribelem Não deve ter, pq homeschooling não é bom;andreawerner_;quadribelem;andreawerner_;1;0;2;0;True;0.9997318387031556;True;0.9976435303688048;False;0.999951720237732;False;0.8957586884498596;2;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/andreawerner_/status/1583195687780433920;2022-10-20 20:37:20+00:00;@talitawj Rindo da minha desgraça;andreawerner_;;andreawerner_;1;0;1;0;True;0.99993097782135;True;0.9999908208847046;True;0.9999650716781616;False;0.9581224322319032;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/andreawerner_/status/1583183115878813696;2022-10-20 19:47:23+00:00;@joaovrsouza Mais do que isso, uma mulher que DESCE O CACETE NO MAÇONARO DESDE ANTES DE SER MODINHA;andreawerner_;joaovrsouza;andreawerner_;3;0;27;0;True;0.999456226825714;True;0.9999903440475464;True;0.9999758005142212;False;0.6051799654960632;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/andreawerner_/status/1583163245556555777;2022-10-20 18:28:26+00:00;"- Vamos inventar uma fake news de que esquerdistas invadiram uma igreja e perturbaram a paz!!

Igreja desmente

-Vamos com um trio elétrico pra frente da igreja perturbar a paz!
🤡";andreawerner_;;andreawerner_;3;58;175;0;True;0.9167349338531494;True;0.5793678760528564;False;0.9999583959579468;False;0.5322438478469849;2;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/andreawerner_/status/1583158371309727745;2022-10-20 18:09:04+00:00;A mamadeira de piroca do dia é essa. Já apareceu várias vezes nos comentários do meu insta. “Esquerdistas invadiram uma igreja em Joinville quebrando tudo”. Mentira, e a própria paróquia já desmentiu em seu Instagram. https://t.co/t2cvXu5Sp8;andreawerner_;;andreawerner_;13;166;613;6;True;0.9999274015426636;True;0.999990463256836;True;0.9999756813049316;False;0.9043713808059692;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/andreawerner_/status/1582316722828103682;2022-10-18 10:24:39+00:00;@Pity_H @MarinaSilva Na @putapeita;andreawerner_;pity_h;andreawerner_;1;0;2;0;True;0.9997064471244812;True;0.9999912977218628;True;0.9999723434448242;False;0.9442844986915588;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/andreawerner_/status/1581761698733907969;2022-10-16 21:39:11+00:00;@ITryWakeMeUp @safbf Essa é da @putapeita;andreawerner_;itrywakemeup;andreawerner_;0;0;2;0;True;0.9999146461486816;True;0.9999911785125732;True;0.9999734163284302;False;0.9398050904273988;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/andreawerner_/status/1581753320108007426;2022-10-16 21:05:53+00:00;@gabriel_sorriso @MarinaSilva Na @putapeita;andreawerner_;gabriel_sorriso;andreawerner_;0;0;1;0;True;0.9990348815917968;True;0.9999830722808838;True;0.9999701976776124;False;0.9405056834220886;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/andreawerner_/status/1581728927047110656;2022-10-16 19:28:57+00:00;@tobler0ne @MarinaSilva Ganhei da @putapeita;andreawerner_;tobler0ne;andreawerner_;1;0;1;0;True;0.9753651022911072;True;0.999871015548706;True;0.9999409914016724;False;0.910807967185974;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;True
https://twitter.com/AlcidesAlmeida9/status/1577830826129113088;2022-10-06 01:19:18+00:00;"@anaperugini BOLSONARO CORRUPTO
Confiscou o dinheiro da educação para entregar para o Centrão.";alcidesalmeida9;anaperugini;anaperugini;0;0;0;0;True;0.9999567270278932;True;0.9999912977218628;False;0.9999905824661256;False;0.9854641556739808;2;SP;DEPUTADO ESTADUAL;250001611809;ANA PERUGINI;13;PT;CARIACICA;59.0;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;SERVENTUÁRIO DE JUSTIÇA;ELEITO POR QP;N;anaperugini;5021;1038;10390;6916;False
https://twitter.com/GriesePedro/status/1572666691313864704;2022-09-21 19:18:52+00:00;@andreawerner_ A Burrice encarecendo os planos de saúde.;griesepedro;andreawerner_;andreawerner_;5;0;1;0;True;0.9999570846557616;True;0.9999921321868896;True;0.9999743700027466;False;0.9746472835540771;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/SempreSua/status/1572735519800410112;2022-09-21 23:52:22+00:00;@andreawerner_ A cada vez q um certo político cita como dele na propaganda eleitoral eu berro seu nome, até meus vizinhos já sabem quem é vc de lambuza rss;sempresua;andreawerner_;andreawerner_;0;0;2;0;True;0.9979481101036072;False;0.9995390176773072;True;0.999964475631714;False;0.8545802235603333;2;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/VictorRabay/status/1571951074558476288;2022-09-19 19:55:16+00:00;@andreawerner_ Em vc e no @augustodeAB... Dobradinha...;victorrabay;andreawerner_;andreawerner_;2;0;21;0;True;0.9998669624328612;True;0.99998140335083;True;0.9999574422836304;False;0.9735873937606812;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/rosana/status/1571951242250973184;2022-09-19 19:55:56+00:00;@andreawerner_ Imagina!! vergonha nenhuma;rosana;andreawerner_;andreawerner_;1;0;11;0;True;0.9999420642852784;True;0.9999850988388062;True;0.9999382495880128;False;0.8843404650688171;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/lenagombez/status/1572005118609858561;2022-09-19 23:30:01+00:00;@andreawerner_ Erika Hilton representando o movimento lgbtqiapn*;lenagombez;andreawerner_;andreawerner_;0;0;3;0;True;0.950718879699707;False;0.999930500984192;True;0.997997224330902;False;0.9859498143196106;2;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/pripreg/status/1572031900251987969;2022-09-20 01:16:26+00:00;@andreawerner_ @samiabomfim;pripreg;andreawerner_;andreawerner_;0;0;1;0;False;0.9999459981918336;True;0.711374044418335;True;0.9999359846115112;False;0.9553279876708984;2;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/babulinatrip/status/1572053266183385089;2022-09-20 02:41:20+00:00;@andreawerner_ Na queen @samiabomfim;babulinatrip;andreawerner_;andreawerner_;0;0;2;0;False;0.9999696016311646;True;0.997784435749054;True;0.9990453124046326;False;0.939414918422699;2;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/Chris_Medeiros/status/1570862328085901313;2022-09-16 19:48:58+00:00;@andreawerner_ @paizinhovirgula A aborrescência tá vindo aí! kkkkk;chris_medeiros;andreawerner_;andreawerner_;0;0;3;0;True;0.9998183846473694;True;0.9999886751174928;True;0.9999611377716064;True;0.6003448963165283;4;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/glauglaumartins/status/1570895749969498112;2022-09-16 22:01:47+00:00;@andreawerner_ @paizinhovirgula Marrentinho lindo!;glauglaumartins;andreawerner_;andreawerner_;0;0;0;0;True;0.999875783920288;True;0.9999911785125732;False;0.9999921321868896;True;0.5953447222709656;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/DjScaglioni/status/1570890842520559617;2022-09-16 21:42:17+00:00;@andreawerner_ MULHER É ROUBADA NA FRENTE DO LULA E ELE FINGIU QUE NÃO VIU. CUIDADO PET... https://t.co/amanCEMGVq via @YouTube;djscaglioni;andreawerner_;andreawerner_;0;0;0;0;True;0.9999520778656006;True;0.9999772310256958;True;0.9999537467956544;False;0.8224568963050842;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/duoguy13/status/1578043181832208386;2022-10-06 15:23:07+00:00;@andreawerner_ Andréa seja corajosa, enfrente os bozominions!!! Você terá vários deles na ALESP. GRANDONA SEM MEDO;duoguy13;andreawerner_;andreawerner_;0;0;3;0;True;0.999944806098938;True;0.999984860420227;True;0.999903678894043;False;0.8025050163269043;3;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/priparra/status/1578043516487610368;2022-10-06 15:24:27+00:00;@andreawerner_ Vc é q candidata Bolsonar...que a Tebet tava se referindo? (Contem zueira).;priparra;andreawerner_;andreawerner_;0;0;2;0;True;0.9999334812164308;False;0.9999760389328004;True;0.9999496936798096;False;0.984183669090271;2;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/lu_bsb/status/1578043539841228800;2022-10-06 15:24:33+00:00;@andreawerner_ Jesusssssssss... só passa notícia do gabinete do ódio no buraco que quem diz isso enfiou a cabeça,  né?;lu_bsb;andreawerner_;andreawerner_;0;0;0;0;True;0.994343638420105;True;0.9999669790267944;True;0.999925971031189;True;0.7435035705566406;4;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
https://twitter.com/DanieleFabienne/status/1578044747276500993;2022-10-06 15:29:21+00:00;@andreawerner_ Essa gente é insana;danielefabienne;andreawerner_;andreawerner_;0;0;0;0;True;0.9999382495880128;True;0.999987006187439;True;0.9997499585151672;True;0.6681706309318542;4;SP;DEPUTADO ESTADUAL;250001620622;ANDRÉA WERNER;40;PSB;BELO HORIZONTE;47.0;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;ELEITO POR QP;N;andreawerner_;63702;3039;37078;57548;False
